자치구,사업구분,사업장명,대표지번,진행단계,lat,lng
성북구,재개발(주택정비형),장위8구역 공공재개발정비사업,장위동 85,조합설립인가,37.6162,127.05086
관악구,재개발(주택정비형),신림7구역 재개발정비사업,신림동 675,정비구역지정,37.4868971,126.928177
중랑구,가로주택정비,면목역 3의3구역 가로주택정비사업조합,면목동 154-31,조합설립인가,37.58178,127.09034
송파구,재개발(주택정비형),거여새마을구역(LH),거여동 549,사업시행인가,37.48921,127.14667
광진구,가로주택정비,자양1의4구역 가로주택정비사업,자양동 249-2,조합설립인가,37.5329735,127.0727409
강동구,재개발(도시정비형),천호8재정비촉진구역 도시정비형 재개발사업 조합,천호동 166-4,조합설립인가,37.54294,127.12733
은평구,재개발(주택정비형),불광8 주택정비형 재개발사업,불광동 600,조합설립인가,37.6160647,126.9339579
용산구,가로주택정비,한남동 한성아파트 가로주택정비사업,한남동 29-4,조합설립인가,37.53822,127.0074
동대문구,재개발(도시정비형),전농13구역 도시정비형 재개발사업 조합,전농동 295,정비구역지정,37.5806,127.05543
강북구,가로주택정비,미아3구역 가로주택정비사업조합,미아동 767-51,조합설립인가,37.628995,127.0257543
중랑구,재건축,신일빌라 소규모재건축정비사업조합,신내동 482-1,철거,37.61182,127.09298
구로구,재개발(주택정비형),개봉동 49번지 일대 정비사업,개봉동 49,정비계획 수립,37.4931629,126.851736
중랑구,재개발(주택정비형),(임시)면목동 172-1일대 민간재개발사업,면목동 172-1,정비계획 수립,37.58178,127.09034
구로구,지역주택,(가칭)개봉역 지역주택조합사업,개봉동 170-35,조합원 모집신고,37.4931629,126.851736
서대문구,가로주택정비,홍은동277-200번지 일대 가로주택정비사업,홍은동 277-200,착공,37.5933933,126.9375964
성북구,소규모재건축,이화연립소규모재건축정비사업,정릉동 895,조합설립인가,37.61654,126.99794
송파구,재개발(주택정비형),마천5재정비촉진구역 재개발정비사업조합,마천동 45,조합설립인가,37.4997473,127.1484726
송파구,가로주택정비,오금동147번지일원 가로주택정비사업,오금동 147,관리처분인가,37.50355,127.13379
종로구,재개발(도시정비형),창신1-10구역 도시정비형 재개발사업 지정개발자(무궁화신탁),창신동 427-7,조합설립인가,37.57595,127.01313
종로구,가로주택정비,숭인동 61번지 일대 가로주택정비사업,숭인동 61-103,조합설립인가,37.57648,127.01848
영등포구,재건축,초원아파트 재건축정비사업,여의도동 11-1,안전진단,37.5267088,126.9238
영등포구,재건축,신길우성1차아파트 재건축정비사업,신길동 365,추진위원회승인,37.5065214,126.9119108
영등포구,재건축,당산한양아파트 재건축정비사업,당산동3가 2-6,안전진단,37.52616,126.89724
영등포구,재건축,문래공원한신아파트 재건축정비사업,문래동3가 77-2,안전진단,37.51702,126.89591
금천구,가로주택정비,시흥5동1구역 919번지일원 가로주택정비사업,시흥동 919,조합설립인가,37.4507049,126.9085555
종로구,재개발(주택정비형),창신동 23일대 주택정비형 재개발구역,창신동 23-2,정비구역지정,37.57595,127.01313
강남구,재건축,개포주공2단지 주택재건축정비사업조합,개포동 140,조합해산,37.48421,127.07006
영등포구,가로주택정비,영등포동2가 439일대 가로주택정비사업,영등포동2가 439,조합해산,37.52125,126.91222
영등포구,가로주택정비,영등포동2가 34-81 가로주택정비사업,영등포동2가 34-81,추진위원회승인,37.52125,126.91222
구로구,가로주택정비,고척동 241-337번지 일대 가로주택정비사업,고척동 241-337,조합설립인가,37.5023851,126.8628501
은평구,재개발(주택정비형),"(임시)신사동200,237번지 일대",신사동 200,정비계획 수립,37.59547,126.90718
마포구,재개발(도시정비형),광흥창역세권(현석동) 도시정비형 재개발사업,현석동 1-31,정비계획 수립,37.54254,126.93469
도봉구,가로주택정비,도봉동 625-80번지 일대 가로주택정비사업,도봉동 625-80,조합설립인가,37.6826056,127.0425405
도봉구,가로주택정비,방학성삼빌라가로주택정비사업,방학동 343,사업시행인가,37.66442,127.03333
도봉구,가로주택정비,신창연립가로주택정비사업,창동 581-3,조합설립인가,37.64643,127.04326
도봉구,소규모재건축,대신빌라소규모재건축사업,창동 466,사업시행인가,37.64643,127.04326
구로구,재건축,고척동 한효아파트 재건축정비사업,고척동 52-332,조합설립인가,37.5010165,126.8562252
용산구,재개발(도시정비형),남영동 업무지구 제2구역 도시정비형 재개발사업 조합,갈월동 92,조합설립인가,37.5460049,126.9729956
노원구,가로주택정비,오성빌라 가로주택정비사업 조합,상계동 322-8,사업시행인가,37.66727,127.07242
서초구,지역주택,삼성홈스테이 지역주택조합,서초동 1478-12,,37.4878168,127.0163009
중랑구,가로주택정비,면목역 3의1구역 가로주택정비사업조합,면목동 152-1,조합설립인가,37.58178,127.09034
영등포구,재개발(주택정비형),당산1구역 주택재개발사업,당산동6가 104,추진위원회승인,37.5369887,126.8960409
강북구,재개발(주택정비형),번동 148번지 일대 주택정비형 재개발사업,번동 148,추진위원회승인,37.62929,127.03684
강북구,재개발(주택정비형),미아동 258번지 일대 주택정비형 재개발사업,미아동 258,추진위원회승인,37.628995,127.0257543
동작구,가로주택정비,노량진역 은하맨션 일대 가로주택정비사업 조합,노량진동 84-24,조합설립인가,37.5110101,126.9414634
강서구,지역주택,(가칭)화곡6동지역주택조합,화곡동 1133-7,,37.54208,126.84656
강서구,지역주택,(가칭)화곡1지역주택조합,화곡동 424-63,조합원 모집신고,37.542134,126.8441752
강서구,지역주택,(가칭)등촌동지역주택조합,등촌동 365,지구단위계획수립/건축심의/교통심의,37.5577277,126.8482096
영등포구,지역주택,(가칭)신길지역주택조합 추진위원회,신길동 442-2,조합규약작성,37.5065214,126.9119108
강동구,재개발(주택정비형),천호동 532-2번지 재개발사업,천호동 532-2,조합설립인가,37.54294,127.12733
중랑구,재개발(주택정비형),상봉13구역 재개발정비사업 조합설립추진위원회,망우동 461,추진위원회승인,37.60178,127.1054
중랑구,재개발(도시정비형),상봉10재정비촉진구역 도시정비형 재개발사업,상봉동 50-1,추진위원회승인,37.60002,127.09283
중랑구,가로주택정비,상봉역5구역 가로주택정비사업,중화동 215-6,조합설립인가,37.59755,127.07783
강서구,소규모재건축,대근연립소규모재건축사업조합,화곡동 73-105,조합설립인가,37.54208,126.84656
성북구,가로주택정비,정릉동 545-12번지 일대 가로주택정비사업,정릉동 545-12,조합설립인가,37.61654,126.99794
마포구,재개발(주택정비형),공덕8구역 주택정비형 재개발사업,공덕동 11-24,추진위원회승인,37.549927,126.9592897
중랑구,재개발(주택정비형),(임시)면목동69-14일대 주택재개발사업,면목동 69-14,정비계획 수립,37.58178,127.09034
양천구,재개발(주택정비형),신정동 1152번지 일대 주택정비형 재개발사업,신정동 1152-1,조합설립인가,37.5162407,126.8521196
영등포구,재건축,여의도 대교아파트 재건축정비사업,여의도동 41,사업시행인가,37.5267088,126.9238
영등포구,재개발(도시정비형),신길1재정비촉진구역 도시환경정비사업,신길동 147-80,정비계획 수립,37.5065214,126.9119108
영등포구,재개발(도시정비형),신길2구역 도심공공주택복합사업,신길동 205-136,정비구역지정,37.5065214,126.9119108
영등포구,재건축,문래국화아파트 주택재건축정비사업,문래동3가 76-1,추진위원회승인,37.51702,126.89591
서대문구,가로주택정비,홍은동322-1일원 가로주택정비사업,홍은동 322-1,사업시행인가,37.59296,126.93733
강북구,재개발(도시정비형),미아중심재정비촉진지구 강북3 재정비촉진구역,미아동 45-32,사업시행인가,37.628995,127.0257543
영등포구,재개발(도시정비형),대림역세권 장기전세주택사업(도시정비형 재개발),대림동 807-13,정비계획 수립,37.4957573,126.899936
영등포구,재개발(도시정비형),신길동96-24역세권 장기전세주택사업(도시정비형 재개발),신길동 96-24,정비계획 수립,37.5065214,126.9119108
영등포구,재개발(도시정비형),(가칭)대방역세권 도시환경정비사업 개발촉진위원회,신길동 1358,정비계획 수립,37.5065214,126.9119108
영등포구,가로주택정비,양평유성 가로주택정비사업,양평동6가 84,관리처분인가,37.5418285,126.890214
동작구,소규모재건축,대광연립 소규모주택재건축정비사업,상도동 211-447,관리처분인가,37.4988159,126.9441045
구로구,재개발(주택정비형),고척산업용품상가 시장정비사업,고척동 103-4,추진위원회승인,37.5032363,126.8588409
서대문구,재개발(도시정비형),홍은1구역 공공재개발사업,홍은동 48-163,사업시행인가,37.59296,126.93733
성북구,가로주택정비,종암동 3-745일대 가로주택정비사업조합,종암동 3-745,조합설립인가,37.59631,127.03333
송파구,지역주택,(가칭)가락1지역주택조합,가락동 39,,37.4960827,127.1211776
송파구,지역주택,(가칭)가락2지역주택조합,가락동 32,,37.4967138,127.1168639
송파구,지역주택,(가칭)거여역1지역주택조합,거여동 17-9,,37.48921,127.14667
송파구,지역주택,거여역2 지역주택조합,거여동 173-3,,37.48921,127.14667
송파구,지역주택,(가칭)거여파크 지역주택조합 추진위원회,거여동 6,지구단위계획수립/건축심의/교통심의,37.4952597,127.1414031
관악구,지역주택,(가칭)신대방역2단지 지역주택조합 추진위원회,신림동 475-83,조합원 모집신고,37.4868971,126.928177
성북구,재개발(주택정비형),종암8구역 주택정비형 재개발사업,종암동 3-10,추진위원회승인,37.59631,127.03333
성북구,가로주택정비,장위11의4구역 가로주택정비사업조합,장위동 66-146,조합설립인가,37.6160221,127.05025
도봉구,재개발(주택정비형),쌍문3구역 주택정비형재개발사업,쌍문동 724,조합설립인가,37.65347,127.02715
강북구,재개발(주택정비형),미아동 791-2882번지 일대 주택정비형 재개발사업,미아동 791-2882,정비계획 수립,37.6264941,127.0261091
은평구,가로주택정비,갈현동 이화연립일원 가로주택정비사업,갈현동 259-7,조합설립인가,37.62058,126.91102
중랑구,가로주택정비,면목역6구역 가로주택정비사업,면목동 86-19,조합설립인가,37.58178,127.09034
서초구,재건축,방배15 재건축정비사업조합,방배동 528-3,조합설립인가,37.4798789,126.9939103
강서구,가로주택정비,서울빌라 가로주택정비사업조합,방화동 584-1,사업시행인가,37.57682,126.81422
강서구,재개발(주택정비형),등촌649 소규모재개발정비사업조합,등촌동 649,조합설립인가,37.5498936,126.86025
금천구,재개발(주택정비형),독산동 1036번지 일대 주택정비형 재개발사업,독산동 1036,정비계획 수립,37.468399,126.8979571
금천구,재개발(주택정비형),독산동 1072번지 일대 주택정비형 재개발사업,독산동 1072,정비계획 수립,37.468399,126.8979571
중랑구,가로주택정비,면목역3의8구역 가로주택정비사업조합,면목동 156-1,조합설립인가,37.58178,127.09034
양천구,재건축,목동7단지아파트 재건축정비사업 조합설립추진위원회,목동 925,추진위원회승인,37.53608,126.87585
강동구,재건축,명일우성아파트 재건축정비사업,명일동 42,정비계획 수립,37.54841,127.15158
강북구,재개발(도시정비형),미아역세권 장기전세주택 도시정비형 재개발사업,미아동 121-1,정비계획 수립,37.628995,127.0257543
강북구,재개발(도시정비형),삼양역세권 장기전세주택 건립사업,수유동 58-9,정비계획 수립,37.6352212,127.0090642
송파구,리모델링,문정시영아파트 리모델링 주택조합,문정동 145,,37.4841019,127.1298065
양천구,재건축,목동6단지아파트 재건축정비사업조합,목동 911,조합설립인가,37.53608,126.87585
양천구,재개발(도시정비형),오목교역 역세권 활성화사업,신정동 86-45,정비계획 수립,37.5162407,126.8521196
송파구,재건축,풍납미성아파트 재건축정비사업,풍납동 219,추진위원회승인,37.53387,127.11094
강서구,가로주택정비,등촌2동 모아타운 제1-1구역 가로주택정비사업조합,등촌동 515-8,조합설립인가,37.5498936,126.86025
광진구,재개발(주택정비형),자양3동 227-147번지 일대 재개발사업,자양동 227-147,정비계획 수립,37.5316905,127.0749477
은평구,재개발(도시정비형),불광역세권(녹번동) 장기전세주택 건립사업,녹번동 125-1,정비계획 수립,37.6040879,126.9317233
구로구,재개발(주택정비형),가리봉2구역 주택정비형 재개발정비사업,가리봉동 87-177,추진위원회승인,37.4838745,126.8889756
종로구,재건축,금강하이츠빌라 주택재건축사업,평창동 64-3,안전진단,37.6159731,126.9676478
중랑구,가로주택정비,면목동 1-1번지 일원 가로주택정비사업,면목동 1-1,조합설립인가,37.58178,127.09034
양천구,재건축,목동5단지아파트 재건축정비사업,목동 912,조합설립인가,37.53608,126.87585
중랑구,재개발(도시정비형),면목역세권 도시정비형 재개발사업,면목동 542-7,정비계획 수립,37.58178,127.09034
중랑구,가로주택정비,면목역2의3구역 가로주택정비사업조합,면목동 141-35,조합설립인가,37.58178,127.09034
중랑구,재개발(주택정비형),면목8구역 민간재개발정비사업,면목동 172-1,추진위원회승인,37.58178,127.09034
동작구,지역주택,신대방삼거리역지역주택조합 추진위원회,대방동 391-63,조합원 모집신고,37.5067997,126.9291349
영등포구,재건축,신길건영아파트 재건축정비사업,신길동 364,추진위원회승인,37.5065214,126.9119108
성북구,재개발(주택정비형),장위9구역 공공재개발사업,장위동 238-83,조합설립인가,37.6162,127.05086
양천구,재건축,목동12단지아파트 재건축정비사업,신정동 326,추진위원회승인,37.5162407,126.8521196
영등포구,재개발(도시정비형),영등포 도심 역세권 도시정비형 재개발사업,영등포동4가 431-6,조합설립인가,37.51777,126.90368
용산구,가로주택정비,원효로4가 30-1 일원 가로주택정비사업,원효로4가 30-1,조합설립인가,37.53211,126.95127
도봉구,가로주택정비,창동 신건영빌리지 일대 가로주택정비사업조합,창동 715-25,조합설립인가,37.64643,127.04326
동대문구,재건축,청량리미주아파트 주택재건축정비사업,청량리동 235-1,조합설립인가,37.5882073,127.0462518
구로구,재개발(주택정비형),고척동 253번지 일대 주택재개발정비사업,고척동 253,추진위원회승인,37.5032363,126.8588409
강동구,재건축,상일동 빌라단지 통합 재건축,상일동 174,안전진단,37.55073,127.1704
강동구,재개발(주택정비형),고덕강일1역세권 재개발사업,고덕동 294,정비계획 수립,37.56528,127.15761
양천구,재건축,목동10단지아파트 재건축정비사업,신정동 311,조합설립인가,37.5162407,126.8521196
서대문구,재개발(주택정비형),충정로1구역 주택정비형 공공재개발사업,충정로3가 281-11,조합설립인가,37.5618374,126.9616577
양천구,재건축,목동9단지아파트 재건축정비사업,신정동 312,조합설립인가,37.5162407,126.8521196
중랑구,가로주택정비,원당아파트 가로주택정비사업조합,신내동 613-52,조합설립인가,37.61182,127.09298
양천구,재건축,목동3단지아파트 재건축정비사업,목동 903,추진위원회승인,37.53608,126.87585
송파구,재건축,올림픽훼밀리타운 재건축정비사업 조합설립추진위원회,문정동 150,추진위원회승인,37.4841186,127.1303442
송파구,재건축,한양1차아파트 재건축정비사업,송파동 119,추진위원회승인,37.50479,127.11369
동작구,지역주택,(가칭)보라매센트럴 지역주택조합,신대방동 360-72,,37.4955756,126.9195788
마포구,재건축,성산시영아파트 재건축정비사업조합,성산동 446,조합설립인가,37.56775,126.90263
중랑구,가로주택정비,중화역2의4구역 가로주택정비사업,중화동 313-24,조합설립인가,37.59755,127.07783
양천구,재건축,목동1단지 아파트 재건축 정비사업,목동 901,조합설립인가,37.53608,126.87585
양천구,재건축,목동4단지아파트 재건축정비사업,목동 904,추진위원회승인,37.53608,126.87585
서대문구,재개발(주택정비형),홍제4 주택정비형 재개발 정비구역,홍제동 267-1,추진위원회승인,37.5871,126.94676
은평구,재개발(주택정비형),응암동 700번지 일대 주택정비형 재개발사업,응암동 700,추진위원회승인,37.59418,126.92555
강동구,재건축,성내 현대아파트 재건축 정비사업,성내동 30-2,안전진단,37.52998,127.12875
동작구,재개발(주택정비형),상도14구역 주택정비형 재개발사업,상도동 244,조합설립인가,37.4988159,126.9441045
성북구,재개발(주택정비형),정릉골구역 주택재개발정비사업조합,정릉동 757,관리처분인가,37.61654,126.99794
강서구,가로주택정비,화곡1동 354 일대 모아타운 A2-4구역 가로주택정비사업조합,화곡동 354-79,조합설립인가,37.54208,126.84656
강북구,재개발(주택정비형),미아제3구역 주택재개발정비사업조합,미아동 791-364,분양,37.6220808,127.0209076
성북구,가로주택정비,정를동 223-1번지 일대 가로주택정비사업 조합,정릉동 223-1,조합설립인가,37.61654,126.99794
서대문구,재개발(도시정비형),홍제역 역세권활성화 사업,홍제동 298-9,사업시행인가,37.5871,126.94676
종로구,재개발(도시정비형),숭인동725번지 일원 역세권 장기전세주택 도시정비형 재개발정비사업,숭인동 725,정비계획 수립,37.57648,127.01848
양천구,재건축,목동11단지아파트 재건축정비사업,신정동 325,조합설립인가,37.5162407,126.8521196
강남구,재건축,논현동현아파트 재건축정비사업,논현동 105,정비구역지정,37.5123018,127.0294935
강서구,가로주택정비,등촌2동 모아타운 제1-3구역 가로주택정비사업조합,등촌동 515-44,조합설립인가,37.5498936,126.86025
송파구,재건축,가락우성1차아파트 재건축정비사업 조합설립추진위원회,가락동 96-1,추진위원회승인,37.49672,127.11744
마포구,가로주택정비,중동78번지일원 가로주택정비사업,중동 78,조합설립인가,37.57191,126.90557
송파구,가로주택정비,풍납강변현대아파트 가로주택정비사업,풍납동 299-1,조합설립인가,37.53387,127.11094
송파구,재건축,가락우창아파트 재건축정비사업,오금동 164,추진위원회승인,37.50355,127.13379
강동구,가로주택정비,천호동110번지 일대 가로주택정비사업,천호동 110,조합설립인가,37.54294,127.12733
금천구,재개발(주택정비형),독산2구역 주택정비형 재개발사업,독산동 1072,추진위원회승인,37.468399,126.8979571
성북구,가로주택정비,종암동 125-1번지 일대 LH참여형 가로주택정비사업 조합,종암동 125-1,조합설립인가,37.59631,127.03333
중구,재개발(도시정비형),세운재정비촉진지구 6-1-3구역 도시정비형재개발사업,인현동1가 31,추진위원회승인,37.56418,126.99393
은평구,재개발(주택정비형),신사동200번지 일대 주택정비형 재개발사업,신사동 200,정비구역지정,37.59547,126.90718
은평구,재개발(주택정비형),응암동 675번지 일대,응암동 675,정비계획 수립,37.59418,126.92555
광진구,재건축,워커힐아파트1단지 재건축정비사업 조합설립추진위원회,광장동 145-8,추진위원회승인,37.54711,127.10414
마포구,가로주택정비,성산동 200-323일대 가로주택정비사업,성산동 200-323,조합설립인가,37.56775,126.90263
강남구,재건축,가람아파트 재건축정비사업,일원동 735,안전진단,37.48754,127.08705
강북구,재개발(도시정비형),미아역세권 장기전세주택 도시정비형 재개발사업,미아동 121-1,정비계획 수립,37.628995,127.0257543
중랑구,가로주택정비,중화역3의3구역 가로주택정비사업,중화동 299-129,조합설립인가,37.59755,127.07783
은평구,가로주택정비,대조동 A3구역 가로주택정비사업,대조동 91-100,조합설립인가,37.61261,126.9227835
서대문구,가로주택정비,천연동 89-16번지 일대 소규모주택정비 관리지역(모아타운) 가로주택정비사업,천연동 89-16,사업시행인가,37.5682303,126.9605136
중랑구,가로주택정비,면목역6의3구역 가로주택정비사업,면목동 66-28,조합설립인가,37.58178,127.09034
강남구,소규모재건축,청담현대1차아파트 소규모재건축정비사업,청담동 95-1,조합설립인가,37.5257535,127.0523217
중랑구,재개발(주택정비형),(임시)면목동 174-1 일대 민간재개발사업,면목동 174-1,정비계획 수립,37.58178,127.09034
광진구,재건축,광장극동아파트 재건축사업 (신속통합기획),광장동 218-1,정비계획 수립,37.54711,127.10414
은평구,재개발(주택정비형),응암동 755번지 일대 주택정비형 재개발사업,응암동 755,정비구역지정,37.59418,126.92555
은평구,재개발(주택정비형),갈현제1구역 주택재개발정비사업조합,갈현동 300,착공,37.62058,126.91102
양천구,재건축,목동2단지아파트 재건축정비사업,목동 902,조합설립인가,37.53608,126.87585
양천구,재건축,목동8단지아파트 재건축정비사업,신정동 314,추진위원회승인,37.5162407,126.8521196
동대문구,재개발(도시정비형),신설동역세권 장기전세주택 도시정비형 재개발사업,신설동 91-1,추진위원회승인,37.573478,127.0257068
구로구,재건축,구로우성아파트 재건축정비사업,구로동 23,조합설립인가,37.4899827,126.883896
성동구,재개발(주택정비형),금호21구역 주택재개발정비사업,금호동3가 1,조합설립인가,37.5488842,127.0174652
성북구,재개발(주택정비형),장위3구역 주택재개발정비사업 조합,장위동 350,추진위원회승인,37.6162,127.05086
강남구,재건축,개포우성4차아파트 주택재건축정비사업조합,도곡동 465,조합설립인가,37.4878395,127.0438569
마포구,가로주택정비,합정동 447일원 가로주택정비사업,합정동 447-2,사업시행인가,37.5477846,126.9095636
강동구,재건축,명일 한양아파트 재건축정비사업,명일동 54,안전진단,37.54841,127.15158
강북구,재개발(주택정비형),미아동 345-1번지 일대 주택정비형 재개발사업,미아동 345-1,정비계획 수립,37.628995,127.0257543
강서구,가로주택정비,화곡1동 354 일대 모아타운 A2-2구역 가로주택정비사업조합,화곡동 354-54,조합설립인가,37.54208,126.84656
영등포구,지역주택,(가칭)대림3지역주택조합,대림동 501-5,,37.4957573,126.899936
양천구,가로주택정비,현대빌라 일원 가로주택정비사업,신월동 49-7,추진위원회승인,37.52782,126.83692
영등포구,지역주택,(가칭)대림동지역주택조합 추진위원회,대림동 990-7,추진위구성,37.4957573,126.899936
